tourney_id,alias,source
1968-1017,New York,tour
1968-1018,Kampala,tour
1968-1019,Johannesburg,tour
1968-1020,Pompano Beach,tour
1968-1021,Rome,tour
1968-1022,Berlin,tour
1968-1023,Manchester,tour
1968-1024,Indianapolis,tour
1968-1025,Milwaukee,tour
1968-1026,Hoylake,tour
1968-1027,Eastbourne,tour
1968-1028,Toronto,tour
1968-1029,Manchester-On-Sea,tour
1968-1030,Chestnut Hill,tour
1968-1031,Berkeley,tour
1968-1032,Manchester Indoors,tour
1968-1033,Perth Scotland,tour
1968-1034,Port Talbot,tour
1968-1035,Torquay,tour
1968-1036,Queen'S Indoors,tour
1968-1037,London,tour
1968-1038,Port Elizabeth,tour
1968-1039,Valencia,tour
1968-1040,Sydney Manly,tour
1968-1041,Cape Town,tour
1968-1042,Moscow Indoors,tour
1968-1043,Mallorca,tour
1968-1044,Orlando,tour
1968-1045,West Palm Beach,tour
1968-1046,Bangalore,tour
1968-1047,Bloemfontein,tour
1968-1048,Auckland Nz Chps,tour
1968-1049,Durban,tour
1968-1050,Paris Coupe Gillou,tour
1968-1051,Bombay,tour
1968-1052,Bremen,tour
1968-1053,Fort Lauderdale,tour
1968-1054,Auckland Chps 1,tour
1968-1055,San Diego,tour
1968-1056,Copenhagen,tour
1968-1057,Auckland North Shore,tour
1968-1058,Auckland Wills Intl,tour
1968-1059,Los Angeles Metro,tour
1968-1060,Miami,tour
1968-1061,Leningrad,tour
1968-1062,Paris Indoors,tour
1968-1063,Wollongong,tour
1968-1064,Moscow Indoor Chps,tour
1968-1065,Prague Test,tour
1968-1066,Lyon,tour
1968-1067,Munich Indoors,tour
1968-1068,Perth City,tour
1968-1069,Brussels Indoors,tour
1968-1070,Juan-Les-Pins,tour
1968-1071,Cairo,tour
1968-1072,Barranquilla,tour
1968-1073,Cannes Montfleury,tour
1968-1074,Redcliffe,tour
1968-1075,Hollywood,tour
1968-1076,Caracas,tour
1968-1077,Beaulieu,tour
1968-1078,Alexandria,tour
1968-1079,Phoenix,tour
1968-1080,Cannes International,tour
1968-1081,Curacao,tour
1968-1082,Mexico City,tour
1968-1083,Jacksonville,tour
1968-1084,Menton,tour
1968-1085,San Francisco,tour
1968-1086,San Juan,tour
1968-1087,Nice,tour
1968-1088,Nairobi,tour
1968-1089,Hampstead,tour
1968-1090,Tampa,tour
1968-1091,St. Petersburg,tour
1968-1092,Catania,tour
1968-1093,San Luis Potosi,tour
1968-1094,Monte Carlo,tour
1968-1095,Cannes Pros,tour
1968-1096,Paris Pros,tour
1968-1097,Houston,tour
1968-1098,Charlotte,tour
1968-1099,Aix-En-Provence,tour
1968-1100,Madrid,tour
1968-1101,Tel Aviv Spring,tour
1968-1102,Chingford,tour
1968-1103,Palermo,tour
1968-1104,Paris International,tour
1968-1105,Natanya 1,tour
1968-1106,Aix-En-Provence Pros,tour
1968-1107,Naples,tour
1968-1108,Ojai,tour
1968-1109,Hurlingham,tour
1968-1110,Reggio Calabria,tour
1968-1111,Atlanta,tour
1968-1112,Wembley Pros,tour
1968-1113,Portola Valley,tour
1968-1114,Guildford,tour
1968-1115,Los Angeles Socal Chps,tour
1968-1116,New York Pros,tour
1968-1117,Wolverhampton,tour
1968-1118,Brussels,tour
1968-1119,Reggio Emilia,tour
1968-1120,Surbiton,tour
1968-1121,Tulsa,tour
1968-1122,New Haven,tour
1968-1123,Barnes,tour
1968-1125,Leverkusen,tour
1968-1126,Helsinki,tour
1968-1127,Saltsjobaden,tour
1968-1128,Mamaroneck State,tour
1968-1124,Prague Intl,tour
1968-1129,Bristol,tour
1968-1130,Wightman Cup,tour
1968-1131,Nottingham,tour
1968-1132,Lugano,tour
1968-1133,Casablanca,tour
1968-1134,Birmingham,tour
1968-1135,Barcelona,tour
1968-1136,Mamaroneck,tour
1968-1137,Wimbledon Plate,tour
1968-1138,Cincinnati,tour
1968-1139,La Jolla,tour
1968-1140,Travemunde,tour
1968-1141,Edinburgh Eng Vs Sco,tour
1968-1142,Craiglockhart,tour
1968-1143,Newport Wales,tour
1968-1144,Felixstowe,tour
1968-1145,Dusseldorf,tour
1968-1146,Eidnhoven,tour
1968-1147,Bastad,tour
1968-1148,Le Touquet,tour
1968-1149,Brussels Hard,tour
1968-1150,Philadelphia,tour
1968-1151,East Orange,tour
1968-1152,Ingolstadt,tour
1968-1153,Haverford,tour
1968-1154,Montana,tour
1968-1155,Deauville,tour
1968-1156,Hamilton Ontario,tour
1968-1157,Ostrava,tour
1968-1158,La Coruna,tour
1968-1159,Budapest,tour
1968-1160,Hanko,tour
1968-1161,Chestnut Hill New England,tour
1968-1162,South Orange,tour
1968-1163,Vigo,tour
1968-1164,Munich,tour
1968-1165,Hamburg Consolation,tour
1968-1166,Ostend,tour
1968-1167,Locust Valley,tour
1968-1168,Senigallia,tour
1968-1169,Bilbao,tour
1968-1236,La Baule,tour
1968-1170,Taivallahti,tour
1968-1171,Bournemouth Lawn,tour
1968-1172,Llanelly,tour
1968-1173,Providence,tour
1968-1174,Binghamton Pros,tour
1968-1175,Kitzbuhel,tour
1968-1176,Knokke,tour
1968-1177,Baltimore,tour
1968-1178,Moscow Intl,tour
1968-1179,Fort Worth Pros,tour
1968-1180,Viareggio,tour
1968-1181,Scheveningen,tour
1968-1182,Santander,tour
1968-1183,Istanbul,tour
1968-1184,Poertschach,tour
1968-1185,Budapest Natls,tour
1968-1186,Ankara,tour
1968-1187,Budleigh Salterton,tour
1968-1188,Sydney Metro,tour
1968-1189,Braunschweig,tour
1968-1190,Estoril,tour
1968-1191,Pensacola,tour
1968-1192,Brumana,tour
1968-1193,Salonika,tour
1968-1194,Mamaia,tour
1968-1195,Liege,tour
1968-1196,Kansas City,tour
1968-1198,Graz,tour
1968-1199,San Sebastian,tour
1968-1200,Ortisei,tour
1968-1201,Milan Bonfiglio,tour
1968-1202,Athens,tour
1968-1203,Belgrade,tour
1968-1204,Dallas,tour
1968-1205,Bulawayo,tour
1968-1206,Milan Nationals,tour
1968-1207,Paris Coupe Poree,tour
1968-1208,Natanya 2,tour
1968-1209,La Jolla Nationals,tour
1968-1210,Midland,tour
1968-1211,San Luis Potosi Chps,tour
1968-1212,French Nationals,tour
1968-1213,Southport,tour
1968-1237,Melbourne,tour
1968-1214,Corpus Christi Pros,tour
1968-1215,Launceston,tour
1968-1216,Tel Aviv,tour
1968-1217,Barcelona,tour
1968-1218,Strathfield,tour
1968-1219,Richmond,tour
1968-1220,Auckland Hard,tour
1968-1221,Tbilisi,tour
1968-1222,Genoa,tour
1968-1223,Jerusalum,tour
1968-1224,Santiago,tour
1968-1225,Haifa,tour
1968-1226,Adelaide,tour
1968-1227,Johannesburg Transvaal Chps,tour
1968-1228,Gold Coast,tour
1968-1229,Christchurch,tour
1968-1230,Brisbane,tour
1968-1231,Perth Aus Vs Usa,tour
1968-1232,Gauhati,tour
1968-1233,Calcutta,tour
1968-1234,East London,tour
1968-1235,Auckland Chps 2,tour
1969-W-SL-AUS-01A-1969,Australian Open,tour
1969-W-SL-FRA-01A-1969,Roland Garros,tour
1969-W-SL-GBR-01A-1969,Wimbledon,tour
1969-W-SL-USA-01A-1969,Us Open,tour
1969-1001,Hobart,tour
1969-1002,Perth,tour
1969-1003,Melbourne,tour
1969-1004,Sydney,tour
1969-1005,Auckland,tour
1969-1006,San Juan,tour
1969-1007,Johannesburg,tour
1969-1008,Durban,tour
1969-1009,Monte Carlo,tour
1969-1010,Rome,tour
1969-1011,Bournemouth,tour
1969-1012,Brussels,tour
1969-1013,Bristol,tour
1969-1014,Queen'S Club,tour
1969-1015,Dublin,tour
1969-1016,Gstaad,tour
1969-1017,Indianapolis,tour
1969-1018,Toronto,tour
1969-1019,Hamburg,tour
1969-1020,Los Angeles,tour
1969-1021,Las Vegas,tour
1969-1022,Buenos Aires,tour
1969-1023,Wembley,tour
1969-1024,Stockholm 2,tour
1969-1025,Agawam,tour
1969-1026,Boston,tour
1969-1027,Curacao,tour
1969-1028,Caracas,tour
1969-1029,Barranquilla,tour
1969-1030,Pompano Beach,tour
1969-1031,Guildford,tour
1969-1032,Eastbourne,tour
1969-1033,Cincinnati,tour
1969-1034,Haverford,tour
1969-1035,Chestnut Hill,tour
1969-1036,Berkeley,tour
1969-1037,Perth Scotland,tour
1969-1038,Stalybridge,tour
1969-1039,Port Talbot,tour
1969-1040,Torquay,tour
1969-1041,London,tour
1969-1043,Port Elizabeth,tour
1969-1044,Sydney Manly,tour
1969-1045,Madras,tour
1969-1046,Hamilton,tour
1969-1047,Auckland Nz Chps,tour
1969-1048,Bloemfontein,tour
1969-1049,Mallorca,tour
1969-1050,West Palm Beach,tour
1969-1051,New Delhi,tour
1969-1052,Cape Town,tour
1969-1053,Amritsar,tour
1969-1054,Paris Indoors,tour
1969-1055,Orlando,tour
1969-1056,San Diego,tour
1969-1057,Cologne,tour
1969-1058,Allahabad,tour
1969-1059,Fort Lauderdale,tour
1969-1060,Helsinki,tour
1969-1061,Jaipur,tour
1969-1062,Miami,tour
1969-1063,Forrest Hill,tour
1969-1064,Los Angeles Metro,tour
1969-1065,Ussr All Union,tour
1969-1066,Moscow,tour
1969-1067,Cowra,tour
1969-1068,Cowra U19,tour
1969-1069,Moscow Indoors,tour
1969-1070,Oakland Pros,tour
1969-1071,Portland Pros,tour
1969-1072,Kingston,tour
1969-1073,Lyon,tour
1969-1074,Munich Indoors,tour
1969-1075,Prague,tour
1969-1076,Redcliffe,tour
1969-1077,San Francisco,tour
1969-1078,Lodi,tour
1969-1079,Los Angeles Pros,tour
1969-1080,Menton,tour
1969-1081,Stockholm 1,tour
1969-1082,Cairo,tour
1969-1083,Beaulieu,tour
1969-1084,Klamkova,tour
1969-1085,St. Petersburg,tour
1969-1086,Phoenix,tour
1969-1087,Alexandria,tour
1969-1088,Cannes,tour
1969-1089,Nice Lawn Club,tour
1969-1090,Rome Parioli,tour
1969-1091,Monte Carlo Intl,tour
1969-1092,San Luis Potosi,tour
1969-1093,Reggio Calabria,tour
1969-1094,Southport England,tour
1969-1095,Tel Aviv Spring,tour
1969-1096,Charlotte,tour
1969-1097,Nice Mediterranean,tour
1969-1098,Catania,tour
1969-1099,Mexico City,tour
1969-1100,Beersheba 1,tour
1969-1101,Palermo,tour
1969-1102,Houston,tour
1969-1103,Natanya 1,tour
1969-1104,Hampstead,tour
1969-1105,Ojai,tour
1969-1106,Barcelona Sabadell,tour
1969-1107,Stuttgart 1,tour
1969-1108,Atlanta,tour
1969-1110,Nagoya Pros,tour
1969-1111,Osaka Pros,tour
1969-1109,Naples,tour
1969-1112,Reggio Emilia,tour
1969-1113,Los Angeles Socal Chps,tour
1969-1114,Hurlingham,tour
1969-1115,Barcelona,tour
1969-1116,Leverkusen,tour
1969-1117,Overland Park,tour
1969-1118,Salzburg,tour
1969-1119,West Berlin,tour
1969-1120,Chingford,tour
1969-1121,Surbiton,tour
1969-1122,Bremen,tour
1969-1123,Manchester,tour
1969-1125,Barnes,tour
1969-1126,Havant,tour
1969-1127,Roland Garros Consolation,tour
1969-1128,Mamaroneck,tour
1969-1124,Bielefeld,tour
1969-1129,Beckenham,tour
1969-1130,Beckenham U21,tour
1969-1131,Nottingham,tour
1969-1132,Casablanca,tour
1969-1133,Grafton,tour
1969-1134,Wimbledon Plate,tour
1969-1135,Travemunde,tour
1969-1136,Chattanooga,tour
1969-1137,Newport Wales,tour
1969-1138,Dusseldorf,tour
1969-1139,Bastad,tour
1969-1140,La Jolla,tour
1969-1141,Rochester,tour
1969-1142,Siofok,tour
1969-1143,Aix-En-Provence,tour
1969-1144,Frinton-On-Sea,tour
1969-1145,Hoylake,tour
1969-1146,Nuremburg,tour
1969-1147,Montana,tour
1969-1148,Prague Natls,tour
1969-1149,Sopot,tour
1969-1150,Le Touquet 1,tour
1969-1151,Munich,tour
1969-1152,Orange,tour
1969-1153,Hilversum,tour
1969-1154,Lisbon,tour
1969-1155,Tel Aviv Maccabiah Games,tour
1969-1156,Seattle,tour
1969-1157,Bad Neuenahr,tour
1969-1158,Locust Valley,tour
1969-1159,Senigallia,tour
1969-1160,St. Louis Pros,tour
1969-1161,Binghamton Pros,tour
1969-1162,Wightman Cup,tour
1969-1163,Victoria Bc,tour
1969-1164,Champery,tour
1969-1165,Kitzbuhel,tour
1969-1166,Moscow Intl,tour
1969-1167,Knokke,tour
1969-1168,Scheveningen,tour
1969-1169,Le Touquet 2,tour
1969-1170,Cranleigh,tour
1969-1171,Bilbao,tour
1969-1172,Viareggio,tour
1969-1173,Istanbul,tour
1969-1174,Stuttgart 2,tour
1969-1175,Budapest,tour
1969-1176,Warsaw,tour
1969-1177,Baltimore Pros,tour
1969-1178,Ortisei,tour
1969-1179,Santander,tour
1969-1180,Sydney Metro,tour
1969-1181,Brumana,tour
1969-1182,Vigo,tour
1969-1183,Poertschach,tour
1969-1184,Kansas City,tour
1969-1185,Athens,tour
1969-1186,La Costa,tour
1969-1187,Belgrade,tour
1969-1188,Thessaloniki,tour
1969-1189,Tehran,tour
1969-1190,Milan Bonfiglio,tour
1969-1191,Bulawayo,tour
1969-1192,Beersheeba 2,tour
1969-1193,Turin,tour
1969-1194,Oviedo,tour
1969-1195,Natanya 2,tour
1969-1196,Verona,tour
1969-1197,Paris Coupe Poree,tour
1969-1198,Midland Pros,tour
1969-1199,Canberra,tour
1969-1200,Fairfield,tour
1969-1201,Tel Aviv Autumn,tour
1969-1202,Haifa,tour
1969-1203,Quito,tour
1969-1204,Nice Natls,tour
1969-1205,Strathfield,tour
1969-1206,San Diego Metro,tour
1969-1207,Delray Beach,tour
1969-1208,Richmond,tour
1969-1209,Tashkent,tour
1969-1210,Rockdale,tour
1969-1211,Santiago,tour
1969-1212,Toowoomba,tour
1969-1213,Sao Paulo,tour
1969-1214,Paris Coupe Canet,tour
1969-1215,Brisbane,tour
1970-W-SL-AUS-01A-1970,Australian Open,tour
1970-W-SL-GBR-01A-1970,Wimbledon,tour
1970-W-SL-USA-01A-1970,Us Open,tour
1970-D010,Fed Cup Wg R1: Can Vs Nor,tour
1970-1001,Auckland,tour
1970-1002,Philadelphia,tour
1970-1003,New York,tour
1970-1004,Sydney,tour
1970-1005,Johannesburg,tour
1970-1006,Durban,tour
1970-1007,Monte Carlo,tour
1970-1008,Rome,tour
1970-1009,Bournemouth,tour
1970-1010,Berlin,tour
1970-1011,Bristol,tour
1970-1012,Eastbourne,tour
1970-1013,Queen'S Club,tour
1970-1014,Dublin,tour
1970-1015,Newport Wales,tour
1970-1016,West Kirby,tour
1970-1017,Cincinnati,tour
1970-1018,Indianapolis,tour
1970-1019,Hilversum,tour
1970-1020,Hamburg,tour
1970-1021,Toronto,tour
1970-1022,Haverford,tour
1970-1023,South Orange,tour
1970-1024,Los Angeles,tour
1970-1025,San Francisco,tour
1970-1026,Wembley,tour
1970-1027,Hobart,tour
1970-1028,Melbourne,tour
1970-1029,Fort Lauderdale,tour
1970-1030,Dallas,tour
1970-1031,Agawam,tour
1970-1032,Boston,tour
1970-1033,Pompano Beach,tour
1970-1034,Fulham,tour
1970-1035,Charlotte,tour
1970-1036,Houston,tour
1970-1037,Richmond,tour
1970-1038,Edinburgh,tour
1970-1039,Manchester,tour
1970-1040,Port Talbot,tour
1970-1041,Torquay,tour
1970-1042,London,tour
1970-1043,Perth,tour
1970-W-SL-FRA-01A-1970,Roland Garros,tour
1970-1044,Amritsar,tour
1970-1045,Nelson,tour
1970-1046,Port Elizabeth,tour
1970-1047,Perth,tour
1970-1048,Sydney Manly,tour
1970-1049,Valencia,tour
1970-1050,Delhi,tour
1970-1051,Wellington,tour
1970-1052,Bloemfontein 1,tour
1970-1053,Andhra Pradesh,tour
1970-1054,Moscow,tour
1970-1055,West Palm Beach,tour
1970-1056,Auckland Chps,tour
1970-1057,Cape Town,tour
1970-1058,Calcutta,tour
1970-1059,Orlando,tour
1970-1060,Munich Indoors,tour
1970-1061,Oslo,tour
1970-1062,San Diego March Of Dimes 1,tour
1970-1063,Los Angeles Metro,tour
1970-1064,Moscow All Soviet Chps,tour
1970-1065,Warwick,tour
1970-1066,Nice,tour
1970-1067,La Chataigneraie,tour
1970-1068,Newcastle,tour
1970-1069,Moscow Indoors,tour
1970-1070,Hannover,tour
1970-1071,Perth City,tour
1970-1072,Lyon,tour
1970-1073,Brussels Indoors,tour
1970-1074,Prague,tour
1970-1075,Cannes,tour
1970-1076,Toulouse,tour
1970-1077,Caracas,tour
1970-1078,Cairo,tour
1970-1079,Menton,tour
1970-1080,Nice Intl,tour
1970-1081,Alexandria,tour
1970-1082,Barranquilla,tour
1970-1083,San Luis Potosi,tour
1970-1084,Monte Carlo Intl,tour
1970-1085,Curacao,tour
1970-1086,Jacksonville,tour
1970-1087,Southport England,tour
1970-1088,Reggio Calabria,tour
1970-1089,Stalybridge,tour
1970-1090,San Juan,tour
1970-1091,Monte Carlo Tourney,tour
1970-1092,Catania,tour
1970-1093,Rondebosch Exho,tour
1970-1094,Nice Lawn Club,tour
1970-1095,Poole,tour
1970-1096,Palermo,tour
1970-1097,St. Petersburg,tour
1970-1098,Kingston,tour
1970-1099,Hampstead,tour
1970-1100,Charlotte Spring,tour
1970-1101,Parioli,tour
1970-1102,Natanya,tour
1970-1103,Sutton,tour
1970-1104,Beaulieu,tour
1970-1105,Tel Aviv Spring,tour
1970-1106,Anaheim,tour
1970-1107,Miami,tour
1970-1108,Ojai,tour
1970-1109,Bournemouth Plate,tour
1970-1110,Portola Valley,tour
1970-1111,Kansas City,tour
1970-1112,Guildford,tour
1970-1113,Birmingham Tally Ho,tour
1970-1114,Los Angeles Socal Chps,tour
1970-1115,Sacramento,tour
1970-1116,San Francisco Sectionals,tour
1970-1117,Armonk,tour
1970-1118,Droitwich,tour
1970-1119,Brussels,tour
1970-1120,Le Touquet 1,tour
1970-1121,Wolverhampton,tour
1970-1122,Lee-On-Solent,tour
1970-1123,Surbiton,tour
1970-1124,Cardiff,tour
1970-1125,Tulsa,tour
1970-1126,Chichester,tour
1970-1127,Manchester Rothmans,tour
1970-1128,Bielefeld,tour
1970-W001,Wightman Cup,tour
1970-1129,Beckenham,tour
1970-1130,Nottingham,tour
1970-1131,Birmingham,tour
1970-1132,Wimbledon Plate,tour
1970-1133,Fulda,tour
1970-1134,Tilburg,tour
1970-1135,Litvinov,tour
1970-1136,Chattanooga,tour
1970-1137,Travemunde,tour
1970-1138,Edinburgh Scottish Chps,tour
1970-1139,Malvern,tour
1970-1140,Felixstowe,tour
1970-1141,Dusseldorf,tour
1970-1142,Bastad,tour
1970-1143,Athens Balkan Games Rou Vs Tur,tour
1970-1144,Athens Balkan Games Bul Vs Yug,tour
1970-1145,Athens Balkan Games Bul Vs Rou,tour
1970-1146,Athens Balkan Games Gre Vs Tur,tour
1970-1147,Athens Balkan Games Gre Vs Yug,tour
1970-1148,Athens Balkan Games Bul Vs Tur,tour
1970-1149,Athens Balkan Games Gre Vs Rou,tour
1970-1150,Athens Balkan Games Tur Vs Yug,tour
1970-1151,Athens Balkan Games Bul Vs Gre,tour
1970-1152,Athens Balkan Games Rou Vs Yug,tour
1970-1153,La Jolla,tour
1970-1154,Richmond Invitational,tour
1970-1155,Gstaad,tour
1970-1156,Bratislava,tour
1970-1157,Frinton-On-Sea,tour
1970-1158,Edgbaston,tour
1970-1159,Soviet Championships,tour
1970-1160,Brussels Hard,tour
1970-1161,Le Touquet 2,tour
1970-1162,Budapest,tour
1970-1163,Leicester,tour
1970-1164,Montana,tour
1970-1165,Aix-En-Provence,tour
1970-1166,Sofia,tour
1970-1167,Munich,tour
1970-1168,Llanelly,tour
1970-1169,Senigallia,tour
1970-1170,Rochester,tour
1970-1171,La Baule,tour
1970-1172,Le Touquet 3,tour
1970-1173,Knokke,tour
1970-1174,Moscow Intl,tour
1970-1175,Kitzbuhel,tour
1970-1176,Innsbruck,tour
1970-1177,Braunschweig,tour
1970-1178,Greenville,tour
1970-1179,Ostrava,tour
1970-1180,Stockholm,tour
1970-1181,Warsaw,tour
1970-1182,Istanbul,tour
1970-1183,Athens,tour
1970-1184,Brumana,tour
1970-1185,Turin University Games,tour
1970-1186,San Sebastian,tour
1970-1187,Pensacola,tour
1970-1188,Kansas City Heart Of America,tour
1970-1189,Belgrade,tour
1970-1190,Paris Coupe Poree,tour
1970-1191,Milan Bonfiglio,tour
1970-1192,Opatija,tour
1970-1193,Bucharest,tour
1970-1194,Bucharest Intl,tour
1970-1195,Coogee,tour
1970-1196,Bologna,tour
1970-1198,Alma Ata,tour
1970-1199,Paris Closed,tour
1970-1200,Madrid,tour
1970-1201,Melbourne Hard,tour
1970-1202,Barcelona,tour
1970-1203,Strathfield,tour
1970-1204,Sao Paulo Osorio Cup Qf Bra Vs Ecu,tour
1970-1205,Sao Paulo Osorio Cup Qf Chi Vs Per,tour
1970-1206,Sao Paulo Osorio Cup Qf Col Vs Uru,tour
1970-1207,Sao Paulo Osorio Cup Sf Chi Vs Ecu,tour
1970-1208,Sao Paulo Osorio Cup Sf Arg Vs Col,tour
1970-1209,Sao Paulo Osorio Cup F Chi Vs Col,tour
1970-1210,Tokyo Intl Matches,tour
1970-1211,Zaragoza,tour
1970-1212,Brisbane,tour
1970-1213,Auckland Hard,tour
1970-1214,San Diego Metro,tour
1970-1215,Vero Beach,tour
1970-1216,Buenos Aires,tour
1970-1217,Osaka,tour
1970-1218,Toowoomba,tour
1970-1219,Phoenix,tour
1970-1220,Naples,tour
1970-1221,San Diego March Of Dimes 2,tour
1970-1222,Johannesburg Transvaal Chps,tour
1970-1223,Sydney Hard,tour
1970-1224,Ipswich,tour
1970-1225,Paris Coupe Canet,tour
1970-1226,Scottish Indoors,tour
1970-1227,Bloemfontein 2,tour
1970-1228,Adelaide,tour
1971-W-SL-AUS-01A-1971,Australian Open,tour
1971-W-SL-FRA-01A-1971,Roland Garros,tour
1971-W-SL-GBR-01A-1971,Wimbledon,tour
1971-W-SL-USA-01A-1971,Us Open,tour
1971-1001,San Francisco,tour
1971-1002,Sydney,tour
1971-1003,Long Beach,tour
1971-1004,Milwaukee,tour
1971-1005,Melbourne,tour
1971-1006,Oklahoma City,tour
1971-1007,Chattanooga,tour
1971-1008,Philadelphia,tour
1971-1009,Fort Lauderdale,tour
1971-1010,Boston,tour
1971-1011,Auckland Centennial,tour
1971-1012,Rochester,tour
1971-1013,New York,tour
1971-1014,San Juan,tour
1971-1015,Durban,tour
1971-1016,Johannesburg,tour
1971-1017,St. Petersburg,tour
1971-1018,Las Vegas,tour
1971-1019,Charlotte,tour
1971-1020,San Diego,tour
1971-1021,Catania,tour
1971-1022,Rome,tour
1971-1023,Fulham,tour
1971-1024,Bournemouth,tour
1971-1025,Hamburg,tour
1971-1026,Tulsa,tour
1971-1027,Nottingham Round Robin,tour
1971-1028,Queen'S Club,tour
1971-1029,Eastbourne,tour
1971-1030,Columbus,tour
1971-1031,Birmingham,tour
1971-1032,Dublin,tour
1971-1033,Newport Wales,tour
1971-1034,Bastad,tour
1971-1035,Gstaad,tour
1971-1036,West Kirby,tour
1971-1037,Kitzbuhel,tour
1971-1038,Venice,tour
1971-1039,Houston,tour
1971-1040,Cincinnati,tour
1971-1041,Toronto,tour
1971-1042,Indianapolis,tour
1971-1043,Chicago,tour
1971-1044,Newport,tour
1971-1045,Haverford,tour
1971-1046,South Orange,tour
1971-1047,Los Angeles,tour
1971-1048,Louisville,tour
1971-1049,Phoenix,tour
1971-1050,Wembley,tour
1971-1051,Edinburgh,tour
1971-1052,Billingham,tour
1971-1053,Port Talbot,tour
1971-1054,Torquay,tour
1971-1055,London,tour
1971-1056,Christchurch,tour
1971-1057,Auckland,tour
1971-1058,Wanganui,tour
1971-1059,Port Elizabeth,tour
1971-1060,Hobart,tour
1971-1061,Wellington,tour
1971-1062,Cape Town,tour
1971-1063,Mexico City,tour
1971-1064,Auckland Grass Chps,tour
1971-1065,Fort Lauderdale Invitation,tour
1971-1066,Auckland North Shore,tour
1971-1067,Christchurch Nz Chps,tour
1971-1068,Bremen,tour
1971-1069,West Palm Beach,tour
1971-1070,Severodonetsk,tour
1971-1071,Lake Worth,tour
1971-1072,Tamworth,tour
1971-1073,Lyon,tour
1971-1074,Moscow,tour
1971-1075,Jakarta,tour
1971-1076,Perth City,tour
1971-1077,Prague,tour
1971-1078,Toulouse,tour
1971-1079,Menton,tour
1971-1080,Cairo,tour
1971-1081,Clearwater,tour
1971-1082,Beaulieu,tour
1971-1083,Alexandria,tour
1971-1084,Nice,tour
1971-1085,Monte Carlo,tour
1971-1086,San Luis Potosi,tour
1971-1087,Netanya,tour
1971-1088,Birmingham Tally Ho,tour
1971-1089,Palermo,tour
1971-1090,Hampstead,tour
1971-1091,Sheffield 1,tour
1971-1092,Sutton,tour
1971-1093,Buenos Aires River Plate,tour
1971-1094,Paris,tour
1971-1095,Kansas City,tour
1971-1096,Guildford,tour
1971-1097,Madrid,tour
1971-1098,Lee-On-Solent,tour
1971-1099,Surbiton,tour
1971-1100,St. Annes-On-Sea,tour
1971-1101,Berlin,tour
1971-1102,Manchester,tour
1971-1103,Chichester,tour
1971-1104,Cardiff,tour
1971-1105,Nottingham,tour
1971-1106,Beckenham,tour
1971-1107,Wolverhampton,tour
1971-1108,Ulster,tour
1971-1109,Mamaroneck,tour
1971-1110,Wimbledon Plate,tour
1971-1111,Travemunde,tour
1971-1113,Bratislava,tour
1971-1114,Budapest,tour
1971-1115,Munich,tour
1971-1116,Malvern,tour
1971-1117,Felixstowe,tour
1971-1118,Aix-En-Provence,tour
1971-1112,Frinton-On-Sea,tour
1971-1119,Sunderland,tour
1971-1120,Sheffield 2,tour
1971-1121,Dusseldorf,tour
1971-1122,Soviet Championships,tour
1971-1123,Belgrade,tour
1971-1124,Edinburgh Scottish Chps,tour
1971-1125,Leicester,tour
1971-1126,Montana,tour
1971-1127,Hilversum,tour
1971-1128,Stourbridge,tour
1971-1129,Istanbul,tour
1971-1130,Luxembourg,tour
1971-1131,Lisbon,tour
1971-1132,Brumana,tour
1971-1133,Moscow Summer,tour
1971-1134,Essen,tour
1971-W001,Wightman Cup,tour
1971-1135,Vigo,tour
1971-1136,Thessaloniki,tour
1971-1137,Locarno,tour
1971-1138,Leipzig,tour
1971-1139,Athens,tour
1971-1140,Us Open Consolation,tour
1971-1141,Ascona,tour
1971-1142,Berkeley,tour
1971-1143,Siracusa,tour
1971-1144,Jerusalem,tour
1971-1145,Coogee,tour
1971-1146,Tel Aviv,tour
1971-1147,Haifa,tour
1971-1148,Barcelona,tour
1971-1149,Johannesburg Transvaal Chps,tour
1971-1150,Buenos Aires,tour
1971-1151,Casablanca,tour
1971-1152,Santiago,tour
1971-1153,Gympie,tour
1971-1154,Brisbane,tour
1971-1155,Bloemfontein,tour
1971-1156,Brisbane Hard,tour
1971-1157,East London,tour
1972-W-SL-AUS-01A-1972,Australian Open,tour
1972-W-SL-GBR-01A-1972,Wimbledon,tour
1972-W-SL-USA-01A-1972,Us Open,tour
1972-D038,Fed Cup Wg R1: Rsa Vs Bel,tour
1972-D043,Fed Cup Wg Qf: Frg Vs Gbr,tour
1972-D050,Fed Cup Wg R1: Fin Vs Arg,tour
1972-1001,Sydney,tour
1972-1002,San Francisco,tour
1972-1003,Long Beach,tour
1972-1004,Adelaide 1,tour
1972-1005,Fort Lauderdale Amateur,tour
1972-1006,Boston,tour
1972-1007,Fort Lauderdale Pro,tour
1972-1008,Oklahoma City,tour
1972-1009,Washington,tour
1972-1010,Rochester,tour
1972-1011,Dallas,tour
1972-1012,Richmond,tour
1972-1013,Johannesburg,tour
1972-1014,San Juan,tour
1972-1015,Jacksonville,tour
1972-1016,St. Petersburg,tour
1972-1017,Tucson,tour
1972-1018,Rome,tour
1972-1019,Indianapolis Indoors,tour
1972-1020,Bournemouth,tour
1972-1021,Hamburg,tour
