tourney_id,alias,source
1972-D011,Davis Cup Ame Sf: Can Vs Mex,tour
1972-D012,Davis Cup Ame Sf: Car Vs Usa,tour
1972-D013,Davis Cup Sam Sf: Chi Vs Col,tour
1972-D014,Davis Cup Sam Qf: Chi Vs Per,tour
1972-D015,Davis Cup G1 F: Chi Vs Usa,tour
1972-D016,Davis Cup Sam Qf: Ecu Vs Col,tour
1972-D017,Davis Cup Eur R1: Fin Vs Den,tour
1972-D018,Davis Cup Eur Qf: Den Vs Pol,tour
1972-D019,Davis Cup Eur R1: Iri Vs Egy,tour
1972-D020,Davis Cup Eur Qf: Fra Vs Esp,tour
1972-D021,Davis Cup Eur Sf: Esp Vs Mon,tour
1972-D022,Davis Cup Eur F: Esp Vs Tch,tour
1972-D023,Davis Cup Eur Sf: Esp Vs Usa,tour
1972-D024,Davis Cup Eur R1: Fra Vs Gbr,tour
1972-D025,Davis Cup Eur R1: Gre Vs Frg,tour
1972-D026,Davis Cup Eur Qf: Frg Vs Irl,tour
1972-D027,Davis Cup Eur Sf: Frg Vs Tch,tour
1972-D028,Davis Cup G2 Qf: Hkg Vs Jpn,tour
1972-D029,Davis Cup Eur R1: Urs Vs Hun,tour
1972-D030,Davis Cup G1 F: Mas Vs Ind,tour
1972-D031,Davis Cup Wg Sf: Ind Vs Sri,tour
1972-D032,Davis Cup Eur Pr: Isr Vs Iri,tour
1972-D033,Davis Cup Eur Qf: Rou Vs Iri,tour
1972-D034,Davis Cup Eur R1: Irl Vs Tur,tour
1972-D035,Davis Cup Eur Qf: Ita Vs Ned,tour
1972-D036,Davis Cup Eur Sf: Rou Vs Ita,tour
1972-D037,Davis Cup Wg Sf: Vie Vs Jpn,tour
1972-D039,Davis Cup Eur R1: Lib Vs Mar,tour
1972-D040,Davis Cup Eur Pr: Mar Vs Lux,tour
1972-D041,Davis Cup Eur R1: Mon Vs Lux,tour
1972-D042,Davis Cup Eur Qf: Mar Vs Urs,tour
1972-D044,Davis Cup Ame F: Mex Vs Usa,tour
1972-D045,Davis Cup Eur Qf: Mon Vs Por,tour
1972-D046,Davis Cup Eur R1: Ned Vs Nor,tour
1972-D047,Davis Cup Eur R1: Swe Vs Nzl,tour
1972-D048,Davis Cup Eur Sf: Pol Vs Urs,tour
1972-D049,Davis Cup Eur R1: Pol Vs Yug,tour
1972-D051,Davis Cup Eur F: Urs Vs Rou,tour
1972-D052,Davis Cup Eur R1: Rou Vs Sui,tour
1972-D053,Davis Cup Wg F: Rou Vs Usa,tour
1972-D054,Davis Cup Eur Qf: Tch Vs Swe,tour
1972-D055,Davis Cup Wg Qf: Vie Vs Tpe,tour
1972-2013,Adelaide-2,tour
1972-583,Manchester,tour
1972-6817,San Juan,tour
1972-7310,Beckenham,tour
1972-7308,Adelaide,tour
1972-317,Hilversum,tour
1972-426,Johannesburg,tour
1973-2016,London,tour
1973-2022,Roanoke,tour
1973-2026,Madrid,tour
1973-2029,Dublin,tour
1973-2030,Merion,tour
1973-2032,Christchurch,tour
1973-2036,Omaha,tour
1973-2037,Paramus,tour
1973-2038,Calgary,tour
1973-2039,Salt Lake City,tour
1973-2042,Aptos,tour
1973-2043,Seattle,tour
1973-2044,Quebec,tour
1973-2045,New Delhi,tour
1973-2046,Djkarta,tour
1973-2048,Vancouver Wct,tour
1973-2049,Eastbourne,tour
1973-2050,Newport,tour
1973-2051,Tanglewood,tour
1973-2061,Des Moines,tour
1973-254,Johannesburg Wct,tour
1973-262,London Wct,tour
1973-277,Berlin,tour
1973-278,Barcelona,tour
1973-301,Auckland,tour
1973-302,Toronto Wct,tour
1973-303,Buenos Aires,tour
1973-305,Nice,tour
1973-308,Munich,tour
1973-310,Florence,tour
1973-311,Queen'S Club,tour
1973-314,Gstaad,tour
1973-316,Bastad,tour
1973-317,Hilversum,tour
1973-319,Kitzbuhel,tour
1973-320,Cleveland Wct,tour
1973-329,Tokyo,tour
1973-332,Cologne Wct,tour
1973-336,Hong Kong,tour
1973-338,Sydney,tour
1973-343,Columbus,tour
1973-347,Bournemouth,tour
1973-350,Nottingham,tour
1973-352,Paris Indoor,tour
1973-355,Salisbury,tour
1973-379,Prague,tour
1973-389,Denver Wct,tour
1973-401,Philadelphia Wct,tour
1973-405,Houston Wct,tour
1973-406,Brussels Wct,tour
1973-408,Milan Wct,tour
1973-410,Monte Carlo,tour
1973-411,Chicago,tour
1973-412,Atlanta Wct,tour
1973-413,Las Vegas,tour
1973-414,Hamburg,tour
1973-416,Rome,tour
1973-417,Boston,tour
1973-418,Washington,tour
1973-419,Indianapolis,tour
1973-421,Toronto,tour
1973-422,Cincinnati,tour
1973-423,Los Angeles,tour
1973-424,San Francisco,tour
1973-425,Barcelona,tour
1973-426,Johannesburg,tour
1973-427,Sydney Indoor,tour
1973-429,Stockholm,tour
1973-436,Charlotte Wct,tour
1973-481,Copenhagen Wct,tour
1973-498,Osaka,tour
1973-508,Gothenberg Wct,tour
1973-520,Roland Garros,tour
1973-540,Wimbledon,tour
1973-560,Us Open,tour
1973-580,Australian Open,tour
1973-605,Masters,tour
1973-610,Dallas Wct,tour
1973-650,Birmingham,tour
1973-652,St. Louis Wct,tour
1973-653,Fort Worth,tour
1973-656,Jackson,tour
1973-657,Hampton,tour
1973-659,Valencia,tour
1973-661,Dusseldorf,tour
1973-663,Louisville,tour
1973-681,Miami Wct,tour
1973-6945,Charleston,tour
1973-706,Bretton Woods,tour
1973-707,South Orange,tour
1973-710,Washington Wct,tour
1973-724,Hilton Head,tour
1973-802,Richmond Wct,tour
1973-804,Munich Wct,tour
1973-813,Lacosta Wct,tour
1973-816,Baltimore,tour
1973-818,Chicago Wct,tour
1973-9204,Kingston,tour
1973-9205,Hartford,tour
1973-9214,Columbia,tour
1973-9238,Kansas City,tour
1973-D001,Davis Cup Sam Pr: Arg Vs Bra,tour
1973-D002,Davis Cup Sam F: Arg Vs Chi,tour
1973-D003,Davis Cup Sam Pr: Arg Vs Ecu,tour
1973-D004,Davis Cup Sam Sf: Arg Vs Rsa,tour
1973-D005,Davis Cup Wg F: Ind Vs Aus,tour
1973-D006,Davis Cup Ame Sf: Jpn Vs Aus,tour
1973-D007,Davis Cup Eur Sf: Aus Vs Tch,tour
1973-D008,Davis Cup Wg F: Usa Vs Aus,tour
1973-D009,Davis Cup Eur Pr: Aut Vs Mon,tour
1973-D010,Davis Cup Eur R1: Aut Vs Nzl,tour
1973-D011,Davis Cup Eur R1: Bul Vs Bel,tour
1973-D012,Davis Cup Sam Pq: Bra Vs Rsa,tour
1973-D013,Davis Cup Eur Pr: Bul Vs Iri,tour
1973-D014,Davis Cup Eur Qf: Ita Vs Bul,tour
1973-D015,Davis Cup Ame Pr: Car Vs Can,tour
1973-D016,Davis Cup G1 Pr: Col Vs Can,tour
1973-D017,Davis Cup Ame Pr: Mex Vs Can,tour
1973-D018,Davis Cup Ame Pr: Col Vs Car,tour
1973-D019,Davis Cup G1 F: Usa Vs Chi,tour
1973-D020,Davis Cup Eur Sf: Mex Vs Col,tour
1973-D021,Davis Cup Eur Sf: Col Vs Mex,tour
1973-D022,Davis Cup Sam Pr: Col Vs Ven,tour
1973-D023,Davis Cup Eur R1: Nor Vs Den,tour
1973-D024,Davis Cup Sam Pq: Ecu Vs Uru,tour
1973-D025,Davis Cup Eur R1: Egy Vs Pol,tour
1973-D026,Davis Cup Eur Qf: Egy Vs Tch,tour
1973-D027,Davis Cup Eur Pr: Egy Vs Tur,tour
1973-D028,Davis Cup Eur Sf: Ita Vs Esp,tour
1973-D029,Davis Cup Eur Qf: Swe Vs Esp,tour
1973-D030,Davis Cup Eur Pr: Gre Vs Fin,tour
1973-D031,Davis Cup Eur Qf: Nor Vs Fra,tour
1973-D032,Davis Cup Eur Sf: Urs Vs Fra,tour
1973-D033,Davis Cup Eur Qf: Frg Vs Gbr,tour
1973-D034,Davis Cup Eur R1: Sui Vs Frg,tour
1973-D035,Davis Cup Eur Sf: Tch Vs Frg,tour
1973-D036,Davis Cup Eur R1: Gre Vs Hun,tour
1973-D037,Davis Cup Wg Pr: Ina Vs Hkg,tour
1973-D038,Davis Cup Eur Qf: Hun Vs Urs,tour
1973-D039,Davis Cup G1 Qf: Jpn Vs Ina,tour
1973-D040,Davis Cup Eur Sf: Ind Vs Pak,tour
1973-D041,Davis Cup Eur Pr: Irl Vs Nor,tour
1973-D042,Davis Cup Eur R1: Isr Vs Ned,tour
1973-D043,Davis Cup Eur F: Tch Vs Ita,tour
1973-D044,Davis Cup G2 Pr: Kor Vs Jpn,tour
1973-D045,Davis Cup Eur Pq: Tur Vs Lib,tour
1973-D046,Davis Cup Eur Pq: Tur Vs Lux,tour
1973-D047,Davis Cup Eur Pq: Ngr Vs Mar,tour
1973-D048,Davis Cup Eur R1: Mar Vs Swe,tour
1973-D049,Davis Cup G2 Pr: Mas Vs Pak,tour
1973-D050,Davis Cup Ame F: Mex Vs Usa,tour
1973-D051,Davis Cup Wg Pr: Mex Vs Ven,tour
1973-D052,Davis Cup Eur Qf: Ned Vs Rou,tour
1973-D053,Davis Cup Eur Sf: Rou Vs Nzl,tour
1973-D054,Davis Cup Eur Qf: Yug Vs Nzl,tour
1973-D055,Davis Cup G2 Qf: Pak Vs Vie,tour
1973-D056,Davis Cup Eur Pr: Por Vs Sui,tour
1973-D057,Davis Cup Eur F: Rou Vs Urs,tour
1973-D058,Davis Cup Wg Sf: Usa Vs Rou,tour
1973-D059,Davis Cup Sam Pr: Uru Vs Rsa,tour
1973-D060,Davis Cup G2 Pr: Vie Vs Sri,tour
1973-344,Caracas,tour
1973-583,Manchester,tour
1973-6120,Nice,tour
1973-6817,San Juan,tour
1973-7308,Adelaide,tour
1973-7310,Beckenham,tour
1973-9340,World Invitational Classic,tour
1973-362,Manila,tour
1973-2011,Tehran,tour
1973-309,Madrid,tour
1973-2040,Washington 2,tour
1974-1537,Tempe,tour
1974-1603,St. Petersburg Wct,tour
1974-1729,Bombay,tour
1974-2011,Tehran,tour
1974-2016,London,tour
1974-2018,Hempstead Wct,tour
1974-2022,Roanoke,tour
1974-2029,Dublin,tour
1974-2030,Merion,tour
1974-2031,Cedar Grove,tour
1974-2032,Christchurch,tour
1974-2033,Oslo,tour
1974-2034,Palm Desert Wct,tour
1974-2035,New Orleans Wct,tour
1974-2036,Omaha,tour
1974-2037,Paramus,tour
1974-2038,Calgary,tour
1974-2039,Salt Lake City,tour
1974-2040,Washington,tour
1974-237,Sao Paulo Wct,tour
1974-254,Johannesburg,tour
1974-262,London Wct,tour
1974-267,Barcelona Wct,tour
1974-301,Auckland,tour
1974-302,Toronto Wct,tour
1974-303,Buenos Aires,tour
1974-308,Munich,tour
1974-309,Madrid,tour
1974-310,Florence,tour
1974-312,Bologna Wct,tour
1974-314,Gstaad,tour
1974-316,Bastad,tour
1974-317,Hilversum,tour
1974-319,Kitzbuhel,tour
1974-324,Maui,tour
1974-329,Tokyo Wct,tour
1974-331,Melbourne,tour
1974-336,Hong Kong,tour
1974-337,Vienna,tour
1974-338,Sydney,tour
1974-343,Columbus,tour
1974-347,Bournemouth,tour
1974-350,Nottingham,tour
1974-352,Paris Indoor,tour
1974-355,Salisbury,tour
1974-362,Manila,tour
1974-389,Denver Wct,tour
1974-401,Philadelphia Wct,tour
1974-407,Rotterdam,tour
1974-409,Orlando Wct,tour
1974-410,Monte Carlo Wct,tour
1974-411,Chicago,tour
1974-412,Atlanta Wct,tour
1974-413,Las Vegas,tour
1974-414,Hamburg,tour
1974-416,Rome,tour
1974-417,Boston,tour
1974-418,Washington,tour
1974-419,Indianapolis,tour
1974-421,Toronto,tour
1974-422,Cincinnati,tour
1974-423,Los Angeles,tour
1974-424,San Francisco,tour
1974-425,Barcelona,tour
1974-426,Johannesburg Wct,tour
1974-427,Sydney Indoor,tour
1974-428,Tokyo,tour
1974-429,Stockholm,tour
1974-436,Charlotte,tour
1974-494,Jakarta,tour
1974-520,Roland Garros,tour
1974-540,Wimbledon,tour
1974-560,Us Open,tour
1974-580,Australian Open,tour
1974-583,Manchester,tour
1974-605,Masters,tour
1974-610,Dallas Wct,tour
1974-650,Birmingham,tour
1974-652,St. Louis,tour
1974-656,Jackson,tour
1974-657,Hampton,tour
1974-660,Little Rock,tour
1974-661,Dusseldorf,tour
1974-663,Louisville,tour
1974-681,Miami Wct,tour
1974-6836,Lakeway,tour
1974-706,Bretton Woods,tour
1974-707,South Orange,tour
1974-710,Washington Wct,tour
1974-716,Dayton,tour
1974-720,Surbiton,tour
1974-729,Tuscon,tour
1974-7308,Adelaide,tour
1974-802,Richmond-Wct,tour
1974-804,Munich Wct,tour
1974-813,Lacosta Wct,tour
1974-816,Baltimore,tour
1974-820,Houston,tour
1974-9205,Hartford,tour
1974-9212,Sydney Outdoor,tour
1974-9213,Acapulco,tour
1974-D001,Davis Cup Sam Sf: Bra Vs Arg,tour
1974-D003,Davis Cup Sam Pr: Uru Vs Arg,tour
1974-D004,Davis Cup Wg F: Ind Vs Aus,tour
1974-D005,Davis Cup Wg Sf: Pak Vs Aus,tour
1974-D006,Davis Cup Eur Qf: Aut Vs Fra,tour
1974-D007,Davis Cup Eur Pr: Aut Vs Nzl,tour
1974-D008,Davis Cup Eur Pr: Sui Vs Aut,tour
1974-D009,Davis Cup Eur Pr: Bel Vs Gre,tour
1974-D010,Davis Cup Eur Pr: Bel Vs Nor,tour
1974-D011,Davis Cup Eur Pr: Bel Vs Yug,tour
1974-D012,Davis Cup Sam Pr: Bra Vs Bol,tour
1974-D013,Davis Cup Eur Pr: Egy Vs Bul,tour
1974-D014,Davis Cup Eur Pr: Bul Vs Tur,tour
1974-D015,Davis Cup Ame Pr: Can Vs Mex,tour
1974-D016,Davis Cup Ame Pr: Car Vs Usa,tour
1974-D017,Davis Cup Sam F: Chi Vs Rsa,tour
1974-D018,Davis Cup Eur F: Col Vs Rsa,tour
1974-D019,Davis Cup Ame F: Col Vs Usa,tour
1974-D020,Davis Cup Eur Pr: Frg Vs Den,tour
1974-D021,Davis Cup Eur Pr: Den Vs Gre,tour
1974-D022,Davis Cup Eur Pr: Mon Vs Den,tour
1974-D023,Davis Cup Sam Pr: Ecu Vs Rsa,tour
1974-D025,Davis Cup Eur Pr: Egy Vs Gbr,tour
1974-D026,Davis Cup Eur Pq: Egy Vs Mar,tour
1974-D027,Davis Cup Eur Qf: Egy Vs Yug,tour
1974-D028,Davis Cup Eur Qf: Frg Vs Esp,tour
1974-D029,Davis Cup Eur Pr: Esp Vs Nor,tour
1974-D030,Davis Cup Eur Pr: Ned Vs Fin,tour
1974-D031,Davis Cup Eur Pr: Fin Vs Tur,tour
1974-D032,Davis Cup Eur Pr: Por Vs Fra,tour
1974-D033,Davis Cup Eur Sf: Rou Vs Fra,tour
1974-D034,Davis Cup Eur Pr: Gbr Vs Iri,tour
1974-D035,Davis Cup Eur Sf: Frg Vs Tch,tour
1974-D036,Davis Cup G2 Pr: Phi Vs Hkg,tour
1974-D038,Davis Cup Eur Pr: Pol Vs Hun,tour
1974-D039,Davis Cup G1 Pr: Ina Vs Jpn,tour
1974-D040,Davis Cup Wg Pr: Phi Vs Ina,tour
1974-D041,Davis Cup Eur Sf: Ind Vs Jpn,tour
1974-D043,Davis Cup Wg Sf: Ind Vs Urs,tour
1974-D044,Davis Cup Eur Pq: Iri Vs Isr,tour
1974-D045,Davis Cup Eur Pq: Iri Vs Lib,tour
1974-D046,Davis Cup Eur Pr: Nor Vs Iri,tour
1974-D047,Davis Cup Eur Pr: Por Vs Irl,tour
1974-D048,Davis Cup Eur Pq: Tur Vs Irl,tour
1974-D049,Davis Cup Eur Pq: Isr Vs Lux,tour
1974-D050,Davis Cup Eur Pr: Isr Vs Sui,tour
1974-D051,Davis Cup Eur F: Ita Vs Rou,tour
1974-D052,Davis Cup Eur Sf: Rsa Vs Ita,tour
1974-D053,Davis Cup Eur Sf: Swe Vs Ita,tour
1974-D054,Davis Cup G2 Pr: Jpn Vs Kor,tour
1974-D055,Davis Cup Ame Qf: Jpn Vs Phi,tour
1974-D056,Davis Cup G1 Qf: Tpe Vs Jpn,tour
1974-D057,Davis Cup Wg Pr: Jpn Vs Vie,tour
1974-D058,Davis Cup Eur Pq: Ngr Vs Ken,tour
1974-D060,Davis Cup G1 Pr: Vie Vs Kor,tour
1974-D061,Davis Cup G2 Pr: Pak Vs Mas,tour
1974-D062,Davis Cup G2 Pq: Mas Vs Vie,tour
1974-D063,Davis Cup Eur Pr: Mon Vs Ngr,tour
1974-D064,Davis Cup Eur Qf: Swe Vs Ned,tour
1974-D065,Davis Cup Sam Qf: Nzl Vs Vie,tour
1974-D066,Davis Cup Eur Qf: Pak Vs Phi,tour
1974-D067,Davis Cup Eur Pq: Phi Vs Pak,tour
1974-D068,Davis Cup G1 Pr: Sri Vs Phi,tour
1974-D069,Davis Cup Eur Pr: Pol Vs Por,tour
1974-D070,Davis Cup Eur Pr: Swe Vs Pol,tour
1974-D071,Davis Cup Eur F: Urs Vs Tch,tour
1974-D072,Davis Cup Eur Sf: Urs Vs Yug,tour
1974-344,Caracas,tour
1974-7310,Beckenham,tour
1974-9340,World Invitational Classic,tour
1975-1602,San Antonio Wct,tour
1975-1603,St. Petersburg Wct,tour
1975-2011,Tehran,tour
1975-2014,Bermuda,tour
1975-2016,London,tour
1975-2021,Freeport,tour
1975-2022,Roanoke,tour
1975-2023,Fairfield,tour
1975-2024,Shreveport,tour
1975-2025,New York,tour
1975-2026,Madrid,tour
1975-2027,Istanbul,tour
1975-2028,Aviles,tour
1975-2040,Washington,tour
1975-206,Cairo,tour
1975-237,Sao Paulo Wct,tour
1975-243,Perth,tour
1975-254,Johannesburg,tour
1975-262,London Wct,tour
1975-267,Barcelona Wct,tour
1975-278,Barcelona,tour
1975-301,Auckland,tour
1975-302,Toronto Indoor Wct,tour
1975-303,Buenos Aires,tour
1975-305,Nice,tour
1975-308,Munich,tour
1975-309,Madrid,tour
1975-312,Bologna Wct,tour
1975-314,Gstaad,tour
1975-316,Bastad,tour
1975-317,Hilversum,tour
1975-319,Kitzbuhel,tour
1975-324,Maui,tour
1975-328,Basel,tour
1975-329,Tokyo,tour
1975-331,Melbourne Indoor,tour
1975-336,Hong Kong,tour
1975-338,Sydney Outdoor,tour
1975-343,Columbus,tour
1975-344,Caracas Wct,tour
1975-347,Bournemouth,tour
1975-350,Nottingham,tour
1975-352,Paris Indoor,tour
1975-355,Salisbury,tour
1975-362,Manila,tour
1975-389,Denver Wct,tour
1975-401,Philadelphia Wct,tour
1975-402,Memphis,tour
1975-407,Rotterdam Wct,tour
1975-409,Orlando Wct,tour
1975-410,Monte Carlo Wct,tour
1975-411,Chicago,tour
1975-412,Atlanta Wct,tour
1975-413,Las Vegas,tour
1975-414,Hamburg,tour
1975-416,Rome,tour
1975-417,Boston,tour
1975-418,Washington,tour
1975-419,Indianapolis,tour
1975-421,Toronto,tour
1975-422,Cincinnati,tour
1975-423,Los Angeles,tour
1975-424,San Francisco,tour
1975-425,Barcelona,tour
1975-426,Johannesburg - Wct,tour
1975-427,Sydney Indoor,tour
1975-428,Tokyo Indoor,tour
1975-429,Stockholm,tour
1975-436,Charlotte,tour
1975-520,Roland Garros,tour
1975-540,Wimbledon,tour
1975-560,Us Open,tour
1975-580,Australian Open,tour
1975-605,Masters,tour
1975-610,Dallas Wct,tour
1975-615,Kingston,tour
1975-650,Birmingham,tour
1975-652,St. Louis,tour
1975-653,Fort Worth Wct,tour
1975-656,Jackson,tour
1975-657,Hampton,tour
1975-659,Valencia,tour
1975-660,Little Rock,tour
1975-661,Dusseldorf,tour
1975-663,Louisville,tour
1975-666,Stockholm - Wct,tour
1975-680,Calcutta,tour
1975-705,North Conway,tour
1975-707,South Orange,tour
1975-710,Washington Indoor Wct,tour
1975-716,Dayton Indoor,tour
1975-718,Boca Raton,tour
1975-729,Tuscon,tour
1975-802,Richmond-Wct,tour
1975-804,Munich Wct,tour
1975-813,La Costa Wct,tour
1975-816,Baltimore,tour
1975-820,Houston,tour
1975-9205,Hartford,tour
1975-9207,Algiers,tour
1975-9208,San Juan,tour
1975-9209,Dusseldorf,tour
1975-D002,Davis Cup Ame Qf: Arg Vs Bra,tour
1975-D003,Davis Cup Ame Pr: Ecu Vs Arg,tour
1975-D004,Davis Cup Ame Sf: Aus Vs Jpn,tour
1975-D005,Davis Cup Eur F: Nzl Vs Aus,tour
1975-D006,Davis Cup Eur Sf: Tch Vs Aus,tour
1975-D007,Davis Cup Eur Pr: Bul Vs Aut,tour
1975-D008,Davis Cup Eur Pr: Aut Vs Gbr,tour
1975-D009,Davis Cup Eur Pr: Fra Vs Bel,tour
1975-D010,Davis Cup Eur Pr: Bel Vs Ned,tour
1975-D012,Davis Cup Sam F: Chi Vs Bra,tour
1975-D013,Davis Cup Ame Pr: Bra Vs Per,tour
1975-D014,Davis Cup Eur Pr: Yug Vs Bul,tour
1975-D015,Davis Cup Ame Pr: Can Vs Col,tour
1975-D016,Davis Cup Ame Pr: Mex Vs Can,tour
1975-D017,Davis Cup Ame Pr: Mex Vs Car,tour
1975-D018,Davis Cup Sam F: Chi Vs Rsa,tour
1975-D019,Davis Cup Eur Sf: Swe Vs Chi,tour
1975-D021,Davis Cup Eur Pr: Esp Vs Den,tour
1975-D022,Davis Cup Eur Pr: Den Vs Fin,tour
1975-D023,Davis Cup Eur Qf: Egy Vs Hun,tour
1975-D024,Davis Cup Eur Pr: Mon Vs Egy,tour
1975-D025,Davis Cup Eur Qf: Esp Vs Gbr,tour
1975-D026,Davis Cup Eur Sf: Esp Vs Rou,tour
1975-D027,Davis Cup Eur F: Esp Vs Swe,tour
1975-D028,Davis Cup Eur Sf: Fra Vs Ita,tour
1975-D029,Davis Cup Eur F: Tch Vs Fra,tour
1975-D030,Davis Cup Eur Qf: Fra Vs Yug,tour
1975-D031,Davis Cup Eur Pr: Frg Vs Sui,tour
1975-D032,Davis Cup Eur Qf: Frg Vs Swe,tour
1975-D033,Davis Cup Eur Pr: Gre Vs Por,tour
1975-D034,Davis Cup Eur Pr: Hun Vs Ned,tour
1975-D035,Davis Cup Eur Sf: Tch Vs Hun,tour
1975-D036,Davis Cup G1 Pr: Ina Vs Kor,tour
1975-D037,Davis Cup Wg Qf: Pak Vs Ina,tour
1975-D038,Davis Cup Eur Pr: Jpn Vs Ind,tour
1975-D039,Davis Cup Eur Sf: Ind Vs Nzl,tour
1975-D040,Davis Cup Eur Qf: Phi Vs Ind,tour
1975-D041,Davis Cup Wg Pr: Ind Vs Tha,tour
1975-D043,Davis Cup Eur Pr: Iri Vs Sui,tour
1975-D044,Davis Cup Eur Pr: Mon Vs Isr,tour
1975-D046,Davis Cup Eur Pq: Lux Vs Por,tour
1975-D047,Davis Cup G2 Pr: Mas Vs Pak,tour
1975-D049,Davis Cup Ame Pr: Usa Vs Mex,tour
1975-D050,Davis Cup Ame Qf: Mex Vs Usa,tour
1975-D051,Davis Cup Eur Pr: Pol Vs Nor,tour
1975-D052,Davis Cup Eur Pr: Sri Vs Pak,tour
1975-D053,Davis Cup Ame Pr: Per Vs Uru,tour
1975-D054,Davis Cup Eur Pr: Tpe Vs Phi,tour
1975-D055,Davis Cup Eur Sf: Urs Vs Swe,tour
1975-D056,Davis Cup Wg F: Swe Vs Tch,tour
1975-D057,Davis Cup Ame Pr: Usa Vs Ven,tour
1975-9340,World Invitational Classic,tour
1975-310,Florence,tour
1976-1725,Pepsi Grand Slam,tour
1976-2011,Tehran,tour
1976-2014,Bermuda,tour
1976-2015,Madrid,tour
1976-2016,London,tour
1976-2017,Bangalore,tour
1976-2028,Aviles,tour
1976-205,Lagos Wct,tour
1976-237,Sao Paulo Wct,tour
1976-240,Sao Paulo,tour
1976-243,Perth,tour
1976-254,Johannesburg Wct,tour
1976-267,Barcelona Wct,tour
1976-277,Berlin,tour
1976-278,Barcelona,tour
1976-295,Mexico City Wct,tour
1976-301,Auckland,tour
1976-302,Toronto Indoor Wct,tour
1976-303,Buenos Aires,tour
1976-305,Nice,tour
1976-308,Munich,tour
1976-309,Madrid,tour
1976-310,Florence,tour
1976-314,Gstaad,tour
1976-315,Newport,tour
1976-316,Bastad,tour
1976-317,Hilversum,tour
1976-319,Kitzbuhel,tour
1976-320,Cleveland,tour
1976-324,Maui,tour
1976-326,Brisbane,tour
1976-328,Basel,tour
1976-329,Tokyo Outdoor,tour
1976-332,Cologne,tour
1976-336,Hong Kong,tour
1976-337,Vienna,tour
1976-338,Sydney Outdoor,tour
1976-343,Columbus,tour
1976-344,Caracas Wct,tour
1976-345,Monterrey Wct,tour
1976-347,Bournemouth,tour
1976-350,Nottingham,tour
1976-352,Paris Indoor,tour
1976-355,Salisbury,tour
1976-361,Santiago,tour
1976-362,Manila,tour
1976-389,Denver Wct,tour
1976-3933,Las Vegas,tour
1976-3935,Wct Challenge Cup,tour
1976-401,Philadelphia Wct,tour
1976-402,Memphis Wct,tour
1976-405,Houston,tour
1976-407,Rotterdam Wct,tour
1976-410,Monte Carlo Wct,tour
1976-412,Atlanta Wct,tour
1976-413,Las Vegas,tour
1976-414,Hamburg,tour
1976-416,Rome,tour
1976-417,Boston,tour
1976-418,Washington,tour
1976-419,Indianapolis,tour
1976-421,Toronto,tour
1976-422,Cincinnati,tour
1976-423,Los Angeles,tour
1976-424,San Francisco,tour
1976-425,Barcelona,tour
1976-426,Johannesburg - Wct,tour
1976-427,Sydney Indoor,tour
1976-429,Stockholm,tour
1976-430,Wembley,tour
1976-436,Charlotte Wct,tour
1976-481,Copenhagen,tour
1976-520,Roland Garros,tour
1976-540,Wimbledon,tour
1976-560,Us Open,tour
1976-580,Australian Open,tour
1976-605,Masters,tour
1976-610,Dallas Wct,tour
1976-650,Birmingham,tour
1976-651,Khartoum,tour
1976-652,St. Louis Wct,tour
1976-653,Fort Worth Wct,tour
1976-654,Sacramento,tour
1976-656,Jackson Wct,tour
1976-657,Hampton,tour
1976-658,Nuremberg,tour
1976-659,Valencia,tour
1976-660,Little Rock,tour
1976-661,Dusseldorf,tour
1976-662,Columbus Wct,tour
1976-663,Louisville,tour
1976-664,Indianapolis Wct,tour
1976-665,Rome Wct,tour
1976-666,Stockholm - Wct,tour
1976-705,North Conway,tour
1976-707,South Orange,tour
1976-710,Washington Wct,tour
1976-716,Dayton,tour
1976-718,Boca Raton,tour
1976-729,Palm Springs,tour
1976-802,Richmond Wct,tour
1976-813,La Costa,tour
1976-816,Baltimore,tour
1976-9205,Hartford,tour
1976-D001,Davis Cup Eur Pq: Iri Vs Alg,tour
1976-D003,Davis Cup Ame Qf: Bra Vs Arg,tour
1976-D004,Davis Cup Ame Sf: Chi Vs Arg,tour
1976-D005,Davis Cup Ame Pr: Arg Vs Ecu,tour
1976-D006,Davis Cup Ame Sf: Aus Vs Ina,tour
1976-D007,Davis Cup Wg Sf: Ita Vs Aus,tour
1976-D008,Davis Cup Eur F: Aus Vs Nzl,tour
1976-D009,Davis Cup Eur Pr: Aut Vs Fin,tour
1976-D010,Davis Cup Eur Pr: Aut Vs Rou,tour
1976-D011,Davis Cup Eur Pr: Bel Vs Bul,tour
1976-D012,Davis Cup Eur Pr: Bel Vs Hun,tour
1976-D013,Davis Cup Ame Pr: Bra Vs Bol,tour
1976-D014,Davis Cup Ame Pr: Bol Vs Per,tour
1976-D015,Davis Cup Ame Pr: Can Vs Car,tour
1976-D016,Davis Cup Ame Pr: Can Vs Mex,tour
1976-D017,Davis Cup Wg F: Chi Vs Ita,tour
1976-D018,Davis Cup Ame F: Chi Vs Rsa,tour
1976-D020,Davis Cup Ame Pr: Ven Vs Col,tour
1976-D021,Davis Cup Eur Pr: Frg Vs Den,tour
1976-D022,Davis Cup Eur Pr: Gre Vs Den,tour
1976-D023,Davis Cup Ame Pr: Uru Vs Ecu,tour
